company_name,id_port,port_name,country_code,lon,lat
STINNES,1241,Bremerhaven,de,8.5755157470703,53.542777688366
STINNES,1650,Hamburg,de,9.9694061279297,53.547719720805
STINNES,19987,Port Elizabeth,za,25.6063842773437,-33.9265642390802
STINNES,22782,Tampico,mx,-97.805992635058,22.280010324351
STINNES,11175,Rotterdam,nl,4.4424468994141,51.904382682993
STINNES,23283,San Juan,pr,-66.209106445313,18.457534617161
STINNES,22787,Veracruz,mx,-96.1333333333,19.2
STINNES,22754,Altamira,mx,-97.864151000977,22.482055485937
STINNES,21919,Puerto Cortes,hn,-87.948303222656,15.860487837563
STINNES,21223,Rio Haina,do,-69.987030029297,18.42626514258
STINNES,518,Antwerpen,be,4.3828959147469,51.20236700208
STINNES,6438,Felixstowe,gb,1.3444519042969,51.957926722873
STINNES,1228,Bremen,de,8.7954139709473,53.07532734181
STINNES,19956,Cape Town,za,18.430981636047,-33.945701864914
AUSTRAL ASIA,12219,Bangkok,th,100.505676269531,13.6967839613795
AUSTRAL ASIA,567,Dalian,cn,121.65,38.9166666667
AUSTRAL ASIA,12774,Keelung,tw,121.739501953125,25.1481622950363
AUSTRAL ASIA,10292,Kobe,jp,135.183333333,34.6666666667
AUSTRAL ASIA,23149,Lae,pg,146.966666667,-6.71666666667
AUSTRAL ASIA,27613,Melbourne,au,144.94416351318,-37.839716509514
AUSTRAL ASIA,8157,Hong Kong,hk,114.17009353638,22.294786854677
AUSTRAL ASIA,8353,Jakarta,id,106.82421976758,-6.1203019939939
AUSTRAL ASIA,12776,Kaohsiung,tw,120.27197265625,22.642017983609
AUSTRAL ASIA,8488,"Semarang, Java",id,110.407104492187,-6.97610172262996
AUSTRAL ASIA,8492,Surabaya,id,112.733333333,-7.20000000000002
AUSTRAL ASIA,513,Sydney,au,151.182861328125,-33.8696440161399
AUSTRAL ASIA,10588,Port Kelang,my,101.38264668749,3.003428517042
AUSTRAL ASIA,12117,Singapore,sg,103.83245951368,1.2392074134918
AUSTRAL ASIA,739,Qingdao,cn,120.38533121778,36.064987770375
AUSTRAL ASIA,20165,Adelaide,au,138.488159179687,-34.8568117900151
AUSTRAL ASIA,10319,Yokohama,jp,139.6345194502,35.457550958643
AUSTRAL ASIA,20220,Newcastle,au,151.75018717481,-32.9333333333
AUSTRAL ASIA,20229,Port Kembla,au,150.89725341797,-34.473459694821
AUSTRAL ASIA,20258,Townsville,au,146.84326171875,-19.2933834460535
AUSTRAL ASIA,753,Xingang,cn,117.74082183838,38.979722222222
AUSTRAL ASIA,20175,Brisbane,au,153.18314615919,-27.466570653812
AUSTRAL ASIA,23155,Port Moresby,pg,147.14538574219,-9.4350307517441
AUSTRAL ASIA,12274,Siracha,th,100.92693532275,13.174839364722
AUSTRAL ASIA,706,Shanghai,cn,121.49711608887,31.400089849043
AUSTRAL ASIA,11602,Manila,ph,120.97197265625,14.631173820818
SEACORP,20197,Fremantle,au,115.751953125,-32.03743200183
SEACORP,27613,Melbourne,au,144.94416351318,-37.839716509514
SEACORP,513,Sydney,au,151.182861328125,-33.8696440161399
SEACORP,20165,Adelaide,au,138.488159179687,-34.8568117900151
SEACORP,20226,Port Hedland,au,118.54248046875,-20.324428975769
SEACORP,20176,Broome,au,122.233333333,-17.914405985178
SEACORP,20192,Dampier,au,116.72746582031,-20.661526903455
SEACORP,20264,Wyndham,au,128.12197265625,-15.4666666667
SEACORP,20193,Darwin,au,130.84716796875,-12.384024490993
SEACORP,20175,Brisbane,au,153.18314615919,-27.466570653812
SASCO,10375,Pusan,kr,129.03579703711,35.098203098396
SASCO,23337,Vladivostok,ru,131.883333333333,43.11666666667
SASCO,26988,Korsakov,ru,142.81951904297,46.635682037181
SASCO,26980,Kholmsk,ru,142.08618164062,47.010264638506
SASCO,26995,Magadan,ru,150.61981201172,59.57447197231
SASCO,27011,Petropavlovsk-Kamchatsky,ru,158.73321533203,52.939382786588
SASCO,23335,Vanino,ru,140.267944335937,49.0591566508625
SASCO,26965,De Kastri,ru,140.76782226562,51.394980136647
SASCO,27036,Uglegorsk,ru,142.09357096387,49.073864172655
CCNI,20672,Arica,cl,-70.3179931640627,-18.4903447249268
CCNI,3190,Barcelona,es,2.16666666667,41.35
CCNI,4394,Dunkerque,fr,2.3761367797852,51.044779683718
CCNI,21246,Esmeraldas,ec,-79.69482421875,0.9419828685357
CCNI,23081,Colon,pa,-79.888458251953,9.3737347270139
CCNI,12774,Keelung,tw,121.739501953125,25.1481622950363
CCNI,15873,Long Beach,us,-118.19332071973,33.738580742306
CCNI,1650,Hamburg,de,9.9694061279297,53.547719720805
CCNI,22314,Kingston,jm,-76.826466878222,17.989864216254
CCNI,8157,Hong Kong,hk,114.17009353638,22.294786854677
CCNI,9274,Livorno,it,10.30259043379,43.550995316569
CCNI,27618,Santos,br,-46.320786539747,-23.973773587662
CCNI,20705,San Vicente,cl,-73.1333333332997,-36.7166666667
CCNI,17960,San Francisco,us,-122.41014353468,37.808137897501
CCNI,16326,Miami,us,-80.189669291212,25.775941908234
CCNI,10375,Pusan,kr,129.03579703711,35.098203098396
CCNI,21007,Puerto Limon,cr,-83.036041259766,9.9968196677133
CCNI,11175,Rotterdam,nl,4.4424468994141,51.904382682993
CCNI,23283,San Juan,pr,-66.209106445313,18.457534617161
CCNI,22787,Veracruz,mx,-96.1333333333,19.2
CCNI,3903,Vigo,es,-8.7044321695996,42.242992226908
CCNI,19784,Maracaibo,ve,-71.6033935546873,10.6592038723493
CCNI,674,Ningbo,cn,121.55939846039,29.871876716293
CCNI,22754,Altamira,mx,-97.864151000977,22.482055485937
CCNI,17204,Port Everglades,us,-80.118827819824,26.066611640665
CCNI,3916,Valencia,es,-0.33027648925781,39.451070047087
CCNI,23580,Acajutla,sv,-89.83039855957,13.569943755446
CCNI,20628,Vancouver,ca,-123.14884185791,49.308213623065
CCNI,27619,Valparaiso,cl,-71.639099121094,-33.050376241023
CCNI,10319,Yokohama,jp,139.6345194502,35.457550958643
CCNI,20671,Antofagasta,cl,-70.3976440429689,-23.6570062238631
CCNI,23078,Balboa,pa,-79.5547485351561,8.93961720816279
CCNI,20991,Barranquilla,co,-74.7647094726565,10.9750182526022
CCNI,20992,Buenaventura,co,-77.0443725585938,3.88838328160015
CCNI,23082,Cristobal,pa,-79.8980712890625,9.3411977307061
CCNI,22762,Ensenada,mx,-116.61163330078,31.845121314129
CCNI,9207,Gioia Tauro,it,15.893133544922,38.424726878542
CCNI,23097,Callao,pe,-77.121276855469,-12.053688235941
CCNI,21247,Guayaquil,ec,-79.8815917968749,-2.2404676319387
CCNI,20691,Iquique,cl,-70.144958496094,-20.223949691328
CCNI,23109,Ilo,pe,-71.3232421875,-17.618035946383
CCNI,21249,Manta,ec,-80.7163,-0.949899999999998
CCNI,23124,Paita,pe,-81.1175537109373,-5.09567302876743
CCNI,16569,New Orleans,us,-90.063061777784,29.95
CCNI,20692,Lirquen,cl,-72.962951660156,-36.694498235049
CCNI,20695,Mejillones,cl,-70.438842773438,-23.103785739146
CCNI,16967,Oakland,us,-122.29210357666,37.831435218783
CCNI,21893,Puerto Quetzal,gt,-90.7855224609378,13.9342544814989
CCNI,20506,Montreal,ca,-73.559285227491,45.514195857806
CCNI,9609,Salerno,it,14.766822814941,40.676301324617
CCNI,20696,Punta Arenas,cl,-70.941286328125,-53.101751761946
CCNI,20699,Puerto Montt,cl,-72.942486962891,-41.466968053824
CCNI,21223,Rio Haina,do,-69.987030029297,18.42626514258
CCNI,793,Yantian,cn,114.266666667,22.6
CCNI,22851,Tanjung Pelepas,my,103.5483638525,1.355896533307
CCNI,13180,Baltimore,us,-76.595649719238,39.281254757575
CCNI,20994,Cartagena,co,-75.5200195312502,10.4025285764627
CCNI,23085,Panama,pa,-79.5330555556001,8.95055555555999
CCNI,16959,New York,us,-74.017681121826,40.705476282155
CCNI,9793,Vado Ligure,it,8.4378433227539,44.269233877388
CCNI,27529,Punta Patache,cl,-70.182037353516,-20.802723475692
CCNI,20151,San Lorenzo,ar,-60.7324218750001,-32.718615461532
CCNI,3250,Cartagena,es,-0.99014282226562,37.585035484849
CCNI,17852,San Antonio,us,-96.700186157227,28.349033334001
CCNI,23084,Manzanillo,pa,-79.602127075196,9.6115949009685
CCNI,518,Antwerpen,be,4.3828959147469,51.20236700208
CCNI,13792,Charleston,us,-79.928183491991,32.776117047443
CCNI,33126,Hong Kong,cn,114.16960008984,22.231712895889
CCNI,564,Chiwan,cn,113.87500762939,22.47855975894
CCNI,27079,Shekou,cn,113.90213012695,22.519474062394
CCNI,706,Shanghai,cn,121.49711608887,31.400089849043
CCNI,19792,Puerto Cabello,ve,-68.008426920606,10.478607009683
CCNI,20704,San Antonio,cl,-71.608614095019,-33.567314947104
CCNI,22896,Corinto,ni,-87.176170349121,12.484735094709
CCNI,19716,Montevideo,uy,-56.196067301466,-34.906757565188
CCNI,21314,Marin,es,-8.7149047851562,42.384054577565
CCNI,22768,Manzanillo,mx,-104.40307617188,19.103448203448
CCNI,22765,Lazaro Cardenas,mx,-102.15843200684,17.93071693429
CCNI,22752,Acapulco,mx,-99.917907714844,16.848363080597
CCNI,15332,Houston,us,-95.2871564229,29.745752378204
CCNI,20619,Toronto,ca,-79.363861083984,43.650208289835
CCNI,778,Xiamen,cn,118.07684898376,24.478517973495
BULCON,3190,Barcelona,es,2.16666666667,41.35
BULCON,522,Burgas,bg,27.491573079394,42.437839152548
BULCON,10413,Beirut,lb,35.486267089844,33.890880725099
BULCON,11978,Constanta,ro,28.664263407423,44.171564927617
BULCON,9216,Genova,it,8.9152623494433,44.414715832572
BULCON,27485,Mariupol,ua,37.5666666667,47.1
BULCON,6678,Hull,gb,-0.340576171875,53.707476912266
BULCON,4932,Marseille,fr,5.3551483154297,43.292341867034
BULCON,1650,Hamburg,de,9.9694061279297,53.547719720805
BULCON,12622,Mersin,tr,34.6166666667,36.793231581975
BULCON,12541,Istanbul,tr,28.973220825195,41.006784452657
BULCON,21373,Rauma,fi,21.505177243517,61.129313714066
BULCON,23008,Saint Petersburg,ru,30.211922200487,59.956718066669
BULCON,4683,Le Havre,fr,0.10705362955764,49.485997674824
BULCON,11175,Rotterdam,nl,4.4424468994141,51.904382682993
BULCON,3916,Valencia,es,-0.33027648925781,39.451070047087
BULCON,544,Varna,bg,27.921660359667,43.206506712446
BULCON,8114,Thessaloniki,gr,22.908426920606,40.638544031727
BULCON,21153,Fredericia,dk,9.7846984863281,55.540513758054
BULCON,21355,Kotka,fi,26.939849853516,60.44658831218
BULCON,12543,Izmir,tr,27.051086425781,38.373800706398
BULCON,23411,Malmo,se,12.897863388062,55.570344549098
BULCON,8083,Piraeus,gr,23.638139851855,37.950270725876
BULCON,21382,Turku,fi,22.217788696289,60.434824814441
BULCON,22957,Fredrikstad,no,10.909423828125,59.1491339931363
BULCON,304,Odessa,ua,30.730773925781,46.5
BULCON,12329,Ambarli,tr,28.536079915365,40.994736024512
BULCON,518,Antwerpen,be,4.3828959147469,51.20236700208
BULCON,6438,Felixstowe,gb,1.3444519042969,51.957926722873
SOFRANA,23149,Lae,pg,146.966666667,-6.71666666667
SOFRANA,27613,Melbourne,au,144.94416351318,-37.839716509514
SOFRANA,513,Sydney,au,151.182861328125,-33.8696440161399
SOFRANA,23156,Rabaul,pg,152.177124023437,-4.19161272884421
SOFRANA,19890,Apia,ws,-171.76254679395,-13.845339687765
SOFRANA,23027,Auckland,nz,174.76807098389,-36.846153687114
SOFRANA,23354,Honiara,sb,159.9609375,-9.43770885850718
SOFRANA,22873,Noumea,nc,166.431884765625,-22.3045576539983
SOFRANA,23042,Napier,nz,176.86173502637,-39.4666666667
SOFRANA,19884,Port Vila,vu,168.31329345703,-17.683489594843
SOFRANA,23054,Tauranga,nz,176.20530598925,-37.702172664159
SOFRANA,20158,Pago Pago,as,-170.68333333,-14.26666666
SOFRANA,20175,Brisbane,au,153.18314615919,-27.466570653812
SOFRANA,23155,Port Moresby,pg,147.14538574219,-9.4350307517441
SOFRANA,23040,Lyttelton,nz,172.71941324904,-43.601502851656
SAMSKIP,1241,Bremerhaven,de,8.5755157470703,53.542777688366
SAMSKIP,15873,Long Beach,us,-118.19332071973,33.738580742306
SAMSKIP,6724,Immingham,gb,-0.17372131347656,53.622415065347
SAMSKIP,21349,Helsinki,fi,24.952559407519,60.165983476538
SAMSKIP,1650,Hamburg,de,9.9694061279297,53.547719720805
SAMSKIP,17252,Philadelphia,us,-75.188553492262,39.885289752385
SAMSKIP,23008,Saint Petersburg,ru,30.211922200487,59.956718066669
SAMSKIP,16326,Miami,us,-80.189669291212,25.775941908234
SAMSKIP,16849,Norfolk,us,-76.337453206347,36.852747247875
SAMSKIP,11175,Rotterdam,nl,4.4424468994141,51.904382682993
SAMSKIP,14604,Everett,us,-71.0833333333,42.35
SAMSKIP,21399,Thorshavn,fo,-6.76208496093753,61.9853388767637
SAMSKIP,5892,Blyth,gb,-1.494140625,55.116064564056
SAMSKIP,23441,Solvesborg,se,14.590530395508,56.051376512171
SAMSKIP,23410,Lysekil,se,11.419944763184,58.227517659024
SAMSKIP,1307,Cuxhaven,de,8.7025451660156,53.86179318108
SAMSKIP,21140,Aarhus,dk,10.213508605957,56.156180944575
SAMSKIP,13434,Boston,us,-71.0833333333,42.35
SAMSKIP,27621,Halifax,ca,-63.573875777831,44.62581477586
SAMSKIP,22980,Larvik,no,10.0167846679687,58.9987211098348
SAMSKIP,23387,Halmstad,se,12.859239578247,56.673976295969
SAMSKIP,10432,Klaipeda,lt,21.126022338867,55.70355738665
SAMSKIP,22990,Moss,no,10.6539916992187,59.3756055603082
SAMSKIP,11054,Moerdijk,nl,4.5826721191406,51.688911085098
SAMSKIP,16967,Oakland,us,-122.29210357666,37.831435218783
SAMSKIP,27073,Riga,lv,24.106063842773,56.945598484318
SAMSKIP,22213,Reykjavik,is,-21.951370239258,64.128018521508
SAMSKIP,20506,Montreal,ca,-73.559285227491,45.514195857806
SAMSKIP,23464,Wallhamn,se,11.699313354492,58.003571168777
SAMSKIP,23458,Varberg,se,12.242889404297,57.106888934973
SAMSKIP,22957,Fredrikstad,no,10.909423828125,59.1491339931363
SAMSKIP,21398,Klaksvik,fo,-6.58333333333001,62.2333333332998
SAMSKIP,9327,Milano,it,9.1881,45.4637
SAMSKIP,16959,New York,us,-74.017681121826,40.705476282155
SAMSKIP,518,Antwerpen,be,4.3828959147469,51.20236700208
SAMSKIP,3204,Bilbao,es,-3.046989440918,43.339977491756
SAMSKIP,20581,Shelburne,ca,-65.336380004883,43.740335616226
SAMSKIP,22947,Brevik,no,9.6988677978516,59.052212633878
SAMSKIP,20385,Argentia,ca,-53.993682861328,47.275819751757
SAMSKIP,6438,Felixstowe,gb,1.3444519042969,51.957926722873
SAMSKIP,13792,Charleston,us,-79.928183491991,32.776117047443
SAMSKIP,21146,Copenhagen,dk,12.578659057617,55.671553383207
SAMSKIP,1228,Bremen,de,8.7954139709473,53.07532734181
SAMSKIP,22218,Vestmann Islandvestm,is,-20.272521972656,63.426128794765
SAMSKIP,27754,Grundartangi,is,-21.789325968424,64.351188894366
SAMSKIP,11862,Lisboa,pt,-9.16136067708,38.714523618067
SAMSKIP,15332,Houston,us,-95.2871564229,29.745752378204
SAMUDERA,8768,Bandar Abbas,ir,56.2833333333,27.1833333333
SAMUDERA,12219,Bangkok,th,100.505676269531,13.6967839613795
SAMUDERA,10416,Colombo,lk,79.8486328124997,6.93082874954599
SAMUDERA,506,Dubai,ae,55.287453206347,25.274738811131
SAMUDERA,8584,Cochin,in,76.23951314287,9.9578748682216
SAMUDERA,8305,Belawan,id,98.703932698535,3.7877867910579
SAMUDERA,549,Bahrain,bh,50.6166666667,26.20554475383
SAMUDERA,11950,Doha,qa,51.522503153516,25.29450847041
SAMUDERA,12774,Keelung,tw,121.739501953125,25.1481622950363
SAMUDERA,10403,Kuwait,kw,47.968851725294,29.375134275693
SAMUDERA,8617,Kandla,in,70.221785481737,23.007584513154
SAMUDERA,11764,Karachi,pk,66.933707682325,24.876483014725
SAMUDERA,8157,Hong Kong,hk,114.17009353638,22.294786854677
SAMUDERA,8353,Jakarta,id,106.82421976758,-6.1203019939939
SAMUDERA,12776,Kaohsiung,tw,120.27197265625,22.642017983609
SAMUDERA,8448,"Pontianak, Kalimantan",id,109.283333333,-0.0166666666667
SAMUDERA,8488,"Semarang, Java",id,110.407104492187,-6.97610172262996
SAMUDERA,8492,Surabaya,id,112.733333333,-7.20000000000002
SAMUDERA,10584,Penang,my,100.41847737597,5.2881401942309
SAMUDERA,12117,Singapore,sg,103.83245951368,1.2392074134918
SAMUDERA,8443,"Palembang, Sumatra",id,104.76373291016,-2.9860761895411
SAMUDERA,10375,Pusan,kr,129.03579703711,35.098203098396
SAMUDERA,739,Qingdao,cn,120.38533121778,36.064987770375
SAMUDERA,21794,Tema,gh,0.0166666666667,5.63333333333
SAMUDERA,674,Ningbo,cn,121.55939846039,29.871876716293
SAMUDERA,12051,Dammam,sa,50.103869628906,26.450829276756
SAMUDERA,12248,Laem Chabang,th,100.883333333,13.0833333333
SAMUDERA,22887,Lagos,ng,3.4067103068068,6.4234900608013
SAMUDERA,8447,Panjang,id,105.3,-5.45
SAMUDERA,27398,Nhava Sheva,in,72.9666666666598,18.95
SAMUDERA,504,Abu Dhabi,ae,54.3466186523437,24.497793259718
SAMUDERA,8293,"Bandung, Java",id,103.2833333333,0.5333333333
SAMUDERA,22804,Kota Kinabalu,my,116.066666666667,5.96666666666665
SAMUDERA,22811,Kuching,my,110.429077148437,1.5822588164338
SAMUDERA,10573,Muar,my,102.55,2.0333333
SAMUDERA,22140,Madras,in,80.329322645444,13.236493067065
SAMUDERA,11390,Muscat,om,58.541947428419,23.628634841567
SAMUDERA,22847,Tawau,my,117.88330078125,4.25029055597577
SAMUDERA,8676,Pipavav,in,71.555493164062,20.966666666666
SAMUDERA,514,Chittagong,bd,91.838452148437,22.331040428964
SAMUDERA,10519,"Bintulu, Sarawak",my,113.030090332031,3.17508874056823
SAMUDERA,706,Shanghai,cn,121.49711608887,31.400089849043
SAMUDERA,10586,Pasir Gudang,my,103.87990010246,1.4487987548189
SAMUDERA,8580,Calcutta,in,88.343320652734,22.567577188109
SAMUDERA,21968,Jambi,id,103.61171722412,-1.5905983895672
SAMUDERA,11602,Manila,ph,120.97197265625,14.631173820818
SAMUDERA,50075,Yangon,mm,96.167686816406,16.774564930239
SAMUDERA,33937,Ho Chi Minh City,vn,106.7530040741,10.826167627573
SAMUDERA,778,Xiamen,cn,118.07684898376,24.478517973495
CCL,3190,Barcelona,es,2.16666666667,41.35
CCL,20322,Fortaleza,br,-38.6141967773438,-3.73094216279063
CCL,10413,Beirut,lb,35.486267089844,33.890880725099
CCL,12491,Gemlik,tr,29.153371175097,40.436529274414
CCL,23081,Colon,pa,-79.888458251953,9.3737347270139
CCL,19774,La Guaira,ve,-66.9333333333002,10.6
CCL,12217,Latakia,sy,35.774917602539,35.523415771237
CCL,22314,Kingston,jm,-76.826466878222,17.989864216254
CCL,21027,Havana,cu,-82.396691894531,23.137372285843
CCL,12622,Mersin,tr,34.6166666667,36.793231581975
CCL,12541,Istanbul,tr,28.973220825195,41.006784452657
CCL,9274,Livorno,it,10.30259043379,43.550995316569
CCL,27618,Santos,br,-46.320786539747,-23.973773587662
CCL,20344,Rio De Jan Eiro,br,-43.2,-22.9
CCL,23586,Tartous,sy,35.88134765625,34.8869784009654
CCL,21007,Puerto Limon,cr,-83.036041259766,9.9968196677133
CCL,22787,Veracruz,mx,-96.1333333333,19.2
CCL,3012,Alexandria,eg,29.895505778028,31.19919276224
CCL,22754,Altamira,mx,-97.864151000977,22.482055485937
CCL,3916,Valencia,es,-0.33027648925781,39.451070047087
CCL,20991,Barranquilla,co,-74.7647094726565,10.9750182526022
CCL,23082,Cristobal,pa,-79.8980712890625,9.3411977307061
CCL,27621,Halifax,ca,-63.573875777831,44.62581477586
CCL,20122,Buenos Aires,ar,-58.36666666666,-34.594638889878
CCL,12543,Izmir,tr,27.051086425781,38.373800706398
CCL,21243,Oran,dz,-0.649999999999998,35.7166666667
CCL,20337,Paranagua,br,-48.507385253906,-25.554053711007
CCL,20346,Rio Grande,br,-52.086181640625,-32.0467370341335
CCL,20347,Salvador,br,-38.5015869140625,-12.9711315814015
CCL,20506,Montreal,ca,-73.559285227491,45.514195857806
CCL,9609,Salerno,it,14.766822814941,40.676301324617
CCL,21223,Rio Haina,do,-69.987030029297,18.42626514258
CCL,23306,Asuncion,py,-57.65625,-25.2986566391796
CCL,20994,Cartagena,co,-75.5200195312502,10.4025285764627
CCL,9793,Vado Ligure,it,8.4378433227539,44.269233877388
CCL,9767,Trieste,it,13.773345947266,45.650959976547
CCL,19792,Puerto Cabello,ve,-68.008426920606,10.478607009683
CCL,32,Pecem,br,-38.845232910156,-3.5714715610497
CCL,19716,Montevideo,uy,-56.196067301466,-34.906757565188
CCL,11862,Lisboa,pt,-9.16136067708,38.714523618067
CCL,20619,Toronto,ca,-79.363861083984,43.650208289835
SEOUL LINE,10392,Ulsan,kr,129.429931640625,35.4966259985056
SEOUL LINE,10350,Incheon,kr,126.62078587305,37.480608879947
SEOUL LINE,10387,Tonghae,kr,129.12802734375,37.5
SEOUL LINE,10398,Yosu,kr,127.70586751269,34.724304136055
SEOUL LINE,22629,Daesan,kr,126.35274658203,36.991574591179
SEOUL LINE,27412,Pyungtaek,kr,126.97640380859,36.9087850923
SEOUL LINE,10356,Koje,kr,128.71719360351,34.810473389308
ATLANTICARGO,15786,Los Angeles,us,-118.283333333,33.7166666667
ATLANTICARGO,16459,Mobile,us,-88.0333333333,30.6666666667
ATLANTICARGO,11175,Rotterdam,nl,4.4424468994141,51.904382682993
ATLANTICARGO,16967,Oakland,us,-122.29210357666,37.831435218783
ATLANTICARGO,7593,Tilbury,gb,0.36766560872366,51.452528695843
ATLANTICARGO,11279,Vlissingen,nl,3.5733032226562,51.442128407563
ATLANTICARGO,518,Antwerpen,be,4.3828959147469,51.20236700208
ATLANTICARGO,13792,Charleston,us,-79.928183491991,32.776117047443
ATLANTICARGO,1228,Bremen,de,8.7954139709473,53.07532734181
ATLANTICARGO,15332,Houston,us,-95.2871564229,29.745752378204
SAFMARINE,21813,Banjul,gm,-16.5666666667,13.45
SAFMARINE,3190,Barcelona,es,2.16666666667,41.35
SAFMARINE,8955,Cagliari,it,9.11666666667,39.2166666667
SAFMARINE,10416,Colombo,lk,79.8486328124997,6.93082874954599
SAFMARINE,567,Dalian,cn,121.65,38.9166666667
SAFMARINE,19958,Durban,za,31.0166666667,-29.8666666667
SAFMARINE,19960,East London,za,27.9,-33.0166666667
SAFMARINE,3245,Cadiz,es,-6.2814331054688,36.522594749434
SAFMARINE,1241,Bremerhaven,de,8.5755157470703,53.542777688366
SAFMARINE,10413,Beirut,lb,35.486267089844,33.890880725099
SAFMARINE,4394,Dunkerque,fr,2.3761367797852,51.044779683718
SAFMARINE,12788,Dar Es Salaam,tz,39.284519449903,-6.7825758750397
SAFMARINE,12107,Gotthenburg,se,11.984710693359,57.718758379513
SAFMARINE,506,Dubai,ae,55.287453206347,25.274738811131
SAFMARINE,2999,Djibouti,dj,43.078214518262,11.54618514526
SAFMARINE,10292,Kobe,jp,135.183333333,34.6666666667
SAFMARINE,20113,Lobito,ao,13.5406494140625,-12.3598663672756
SAFMARINE,15786,Los Angeles,us,-118.283333333,33.7166666667
SAFMARINE,3082,Malaga,es,-4.42474365234379,36.7107875949562
SAFMARINE,26475,Matadi,cd,13.46923828125,-5.82620857958721
